Gemeinde;Verwaltungskreis;Schule;Träger;Unterrichtssprache;Bildungsstufe;Schultyp;Anzahl_Schueler;Anzahl_Frauen;Anzahl_Ausl;Anzahl_Fremdspr
Bern;Bern-Mittelland;Pavillon Winterhalde;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;18;7;3;7
Bern;Bern-Mittelland;Schulhaus Breitenrain;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;117;62;15;28
Bern;Bern-Mittelland;Schulhaus Breitfeld;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;114;60;35;81
Bern;Bern-Mittelland;Schulhaus Dorf;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;58;30;13;27
Bern;Bern-Mittelland;Schulhaus Fellerstock;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;38;23;8;17
Bern;Bern-Mittelland;Schulhaus Gäbelbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;91;45;42;64
Bern;Bern-Mittelland;Schulhaus Hochfeld II;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;124;66;15;19
Bern;Bern-Mittelland;Schulhaus Höhe;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;115;58;32;75
Bern;Bern-Mittelland;Schulhaus Kleefeld;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;209;111;89;149
Bern;Bern-Mittelland;Schulhaus Länggasse;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;231;126;31;43
Bern;Bern-Mittelland;Schulhaus Marzili;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;122;64;11;23
Bern;Bern-Mittelland;Schulhaus Matte Bern;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;49;22;4;5
Bern;Bern-Mittelland;Schulhaus Muesmatt;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;16;7;3;4
Bern;Bern-Mittelland;Schulhaus Muesmatt;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;61;37;5;13
Bern;Bern-Mittelland;Schulhaus Pavillon Burgfeld Altstadt/Schosshalde;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;21;13;3;4
Bern;Bern-Mittelland;Schulhaus Pavillon Elfenau I;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;44;20;8;12
Bern;Bern-Mittelland;Schulhaus Pavillon Elfenau II;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;41;20;4;5
Bern;Bern-Mittelland;Schulhaus Pestalozzi;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;337;171;50;54
Bern;Bern-Mittelland;Schulhaus Rossfeld;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;152;74;12;31
Bern;Bern-Mittelland;Schulhaus Steigerhubel;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;90;45;19;47
Bern;Bern-Mittelland;Schulhaus Stöckacker;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;74;44;19;50
Bern;Bern-Mittelland;Schulhaus Sulgenbach;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;140;53;36;29
Bern;Bern-Mittelland;Schulhaus Tscharnergut I;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;221;112;89;132
Bern;Bern-Mittelland;Schulhaus Wittigkofen;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;112;49;20;53
Bern;Bern-Mittelland;Schulhaus Wylergut;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;103;39;8;12
Bern;Bern-Mittelland;Schulhaus Bitzius;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;180;93;10;33
Bern;Bern-Mittelland;Schulhaus Kirchenfeld;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;239;109;17;28
Bern;Bern-Mittelland;Schulhaus Markus;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;68;30;17;41
Bern;Bern-Mittelland;Schulhaus Oberbottigen alt;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;71;35;7;6
Bern;Bern-Mittelland;Schulhaus Sonnenhof;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;153;84;30;44
Bern;Bern-Mittelland;Schulhaus Statthalter;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;136;56;37;70
Bern;Bern-Mittelland;Schulhaus Steckgut;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;58;31;8;22
Bern;Bern-Mittelland;Christliche Schule Bern;Nicht subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;33;10;0;6
Bern;Bern-Mittelland;Feusi Bildungszentrum AG;Nicht subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;11;2;6;8
Bern;Bern-Mittelland;Freies Gymnasium;Subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;42;15;5;4
Bern;Bern-Mittelland;Musische Schule;Nicht subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;19;9;0;2
Bern;Bern-Mittelland;NMS Bern;Subventionierte Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;78;33;15;10
Bern;Bern-Mittelland;Schulhaus Laubegg;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;134;67;12;22
Bern;Bern-Mittelland;Schulhaus Lorraine;Öffentliche Schule;Deutsch;Primarstufe;Regelklasse Primarstufe;59;27;12;15
